case_id,map_size,structure_type,seed,obstacle_rate,grid_sha256,start,goal,optimal_cost,target_cases_per_structure
size1000_maze_like_seed1020380824,1000,maze_like,1020380824,0.4,3d40b2143f376d5cfd1266a91bbdb780917f4e464cd60871a8593781ba25d657,"443,194","443,193",1,50
size1000_maze_like_seed1020380825,1000,maze_like,1020380825,0.1,a9b624382693998cd8c89d7383e43f7e5f93c71eae6faacdd1e1bb05f4fc169e,"755,364","756,364",1,50
size1000_maze_like_seed1020380826,1000,maze_like,1020380826,0.2,84f4275bcaa69b0f13a48c21e599734ae4b92447feb4961612f0415f7cc24ad9,"462,926","463,926",1,50
size1000_maze_like_seed1020380827,1000,maze_like,1020380827,0.3,a09984beb3363f9d8d258012a7f514d391c965d33ddff721e5e2475db783c2b6,"801,921","800,921",1,50
size1000_maze_like_seed1020380828,1000,maze_like,1020380828,0.4,d5d196e66e14c15caef70b364c597235d6e9a929a1e45e38da19329e552cfba5,"573,470","570,470",3,50
size1000_maze_like_seed1020380829,1000,maze_like,1020380829,0.1,f857997401ce8f0ced8b71e31fb578a599b67e9e9bc4ce2184aa08994a0cd89b,"491,574","492,572",3,50
size1000_maze_like_seed1020380830,1000,maze_like,1020380830,0.2,0ec95b6848a1f5637e07c069982a1ba725cff6dc9e47962ddcd321533008eb7f,"237,732","235,732",2,50
size1000_maze_like_seed1020380831,1000,maze_like,1020380831,0.3,1dce8fd18418fead3581398f1bf3f7d470c26b1f789ffd788e5a385ed021aa77,"25,210","26,208",3,50
size1000_maze_like_seed1020380832,1000,maze_like,1020380832,0.4,12a867f6785552489f85b4c3d5c5091b7f028020645f61fdde589ed6794a2bc7,"3,676","0,106",573,50
size1000_maze_like_seed1020380833,1000,maze_like,1020380833,0.1,7b4bb31eb228a8eb6ef43bfe1b7a3506be1001c06a6d515bb00a36013f808a6b,"432,914","433,913",2,50
size1000_maze_like_seed1020380834,1000,maze_like,1020380834,0.2,14a004220395e61eb482b80b5167eb48e8665c8697f3d86a0f52d330caa54268,"553,480","550,482",5,50
size1000_maze_like_seed1020380835,1000,maze_like,1020380835,0.3,0b1aa4698cbfcb44607c68bdd3e0a0d2ae69749c609b544d4add1e18271578e9,"151,488","153,488",2,50
size1000_maze_like_seed1020380836,1000,maze_like,1020380836,0.4,1f15c52b0c38c9cb92edfc1327150363dd445e6e015e80a6c3bb750cdc4b7fc3,"20,774","20,773",1,50
size1000_maze_like_seed1020380837,1000,maze_like,1020380837,0.1,1237cc79782b1090022da20acf08dd9fc58a51da54d995c835a2ae78697546fd,"433,302","432,302",1,50
size1000_maze_like_seed1020380838,1000,maze_like,1020380838,0.2,891d1afc958e9e442351b3f80029a2d562997b49d069e434c935362cccfc61c2,"637,133","636,133",1,50
size1000_maze_like_seed1020380839,1000,maze_like,1020380839,0.3,ffef038097afbd2a9c299dfc4379e15e7875be04ec757627875eade02e38b9c6,"820,286","820,284",2,50
size1000_maze_like_seed1020380840,1000,maze_like,1020380840,0.4,24ea4d1348192d87d0b0ab39a2e5d44ae22ebeb50b87d4fdfc7d2c789ead0676,"868,385","867,384",2,50
size1000_maze_like_seed1020380841,1000,maze_like,1020380841,0.1,503a6a2f8f77062815d26a38241f2e7ef174d7b9fab35b3d136044c3a483ab77,"97,453","98,452",2,50
size1000_maze_like_seed1020380842,1000,maze_like,1020380842,0.2,79456637f9e6015eb26d133d917aa782d72f6f3c6c500e1c3db897bc5ea5bfb5,"137,64","137,65",1,50
size1000_maze_like_seed1020380843,1000,maze_like,1020380843,0.3,c05d7740f91497d37263b410ae8ca4b159ea5802a0053c31a7832ec16b4b9e2a,"33,594","33,592",2,50
size1000_maze_like_seed1020380844,1000,maze_like,1020380844,0.4,41629ef52a972def739705f49c8ddb1e7cfe6e2315b282561d079654f982138f,"80,249","80,248",1,50
size1000_maze_like_seed1020380845,1000,maze_like,1020380845,0.1,4e992b8fadd71d12bfd1e9686a72603da39117b27ee6b9bf28567057da71dd19,"247,68","245,69",3,50
size1000_maze_like_seed1020380846,1000,maze_like,1020380846,0.2,329b3cc6182af843709398ba573d851e93d100759392dbfc30039141edd1e6f5,"681,454","683,453",3,50
size1000_maze_like_seed1020380847,1000,maze_like,1020380847,0.3,fcac077f068500fb461cc609e5485ddc213e12f5e3c295b7350bf7173f4eeb86,"946,350","948,350",2,50
size1000_maze_like_seed1020380848,1000,maze_like,1020380848,0.4,e4dbc0e86beb4f7d89b08801c2e51ff77fcdcb7055306fc13813c67744af2043,"527,758","525,757",3,50
size1000_maze_like_seed1020380849,1000,maze_like,1020380849,0.1,47ddc77a04fce09d5bac64226207c7e64b1509f0e32d0bbdba3bd38dd57106bd,"498,698","497,696",3,50
size1000_maze_like_seed1020380850,1000,maze_like,1020380850,0.2,633b81f8e77ae9b07d997b33895317e39f3376cbd96e43416f0a95e9bcf41ccc,"195,605","196,604",2,50
size1000_bottleneck_seed1020480801,1000,bottleneck,1020480801,0.1,944515af7c4d540a2d9272d864798755dc8b836d14aa7545799292cc45e48744,"602,140","139,137",466,50
size1000_bottleneck_seed1020480802,1000,bottleneck,1020480802,0.2,552b3521a80acb6eacfa326f1a1331aa77fb4380ab29da7929b419c03cad495e,"104,12","57,330",365,50
size1000_bottleneck_seed1020480803,1000,bottleneck,1020480803,0.3,375826415b618f23846fb736c46504d03d8b516b6ca49e651873dbd576968f21,"640,857","446,751",300,50
size1000_bottleneck_seed1020480804,1000,bottleneck,1020480804,0.4,c6dbdf64f25cdafdd5c0939155b94aca1251cf33fabbe9b1568f2a7c195dcf38,"750,298","85,435",802,50
size1000_bottleneck_seed1020480805,1000,bottleneck,1020480805,0.1,c796d03d8a6362b64cd78eeed2830ea5a08c2c7da9ab54606ab9f7e388a3ac23,"517,630","470,81",1070,50
size1000_bottleneck_seed1020480806,1000,bottleneck,1020480806,0.2,b78941747d9e9cb1d8dddf3f2b469f04709c1df2a0cccab658afa52738657afd,"304,722","290,960",252,50
size1000_bottleneck_seed1020480807,1000,bottleneck,1020480807,0.3,2358dfe4baa8e969bc9ff5815a032e006b76fc5e2370a1df410a530656610f6c,"634,578","271,483",460,50
size1000_bottleneck_seed1020480808,1000,bottleneck,1020480808,0.4,aff82971e27bd3d5b538484d33a098faef171ce31d9df591da1a910eda26f4d2,"111,313","348,565",715,50
size1000_bottleneck_seed1020480809,1000,bottleneck,1020480809,0.1,2a14a95234ac63cda3adc0fcffe82b47c574d91f5eb6a2ed8c7589913cddd68f,"181,509","792,988",1090,50
size1000_bottleneck_seed1020480810,1000,bottleneck,1020480810,0.2,f86c8453964e043219fa5d3500fe06429fac23221f1c8b3ca534446b8519f9d3,"50,509","391,646",478,50
size1000_bottleneck_seed1020480811,1000,bottleneck,1020480811,0.3,20d930a288ed2f1871826ebdb370d228329c836fcd2988f9e8076abd83c2e6b0,"709,822","21,345",1571,50
size1000_bottleneck_seed1020480812,1000,bottleneck,1020480812,0.4,a4aec74abd3fdc82ede0b9e85830790467d2fbd377f8c591560d1c63a320e80d,"893,490","18,72",1293,50
size1000_bottleneck_seed1020480813,1000,bottleneck,1020480813,0.1,41f7463c5700175c5f3729b255df5d77adcc538a6e676546a68beb92c228dc92,"751,765","834,514",334,50
size1000_bottleneck_seed1020480814,1000,bottleneck,1020480814,0.2,a74284780d41c2603ea20977ad731b69ce95b8ba390a88efbc83837a46feb0fe,"574,2","807,780",1993,50
size1000_bottleneck_seed1020480815,1000,bottleneck,1020480815,0.3,9f5660293c73ec8d3aadd7964883752342998b92902218a98209bab736475a5c,"635,967","237,798",567,50
size1000_bottleneck_seed1020480816,1000,bottleneck,1020480816,0.4,c1a3688a7a550ade02db24f5afaa18a98e943ffb1403ffbb4c4cab4b054ea296,"369,722","195,472",1338,50
size1000_bottleneck_seed1020480817,1000,bottleneck,1020480817,0.1,ec7ee84d277e4579ada16cd4b18b2a4894f8919e89b3b06389a0677784e0895d,"655,531","126,8",1208,50
size1000_bottleneck_seed1020480818,1000,bottleneck,1020480818,0.2,a6f40c5e8997940cd792c1e183d6e87332f8276d69787caa3132be0dde68112b,"585,424","855,412",282,50
size1000_bottleneck_seed1020480819,1000,bottleneck,1020480819,0.3,1952f526033b1e3d25dd6e4b98c24c5dadf5f444475ce210be23fc96f1969df7,"119,751","702,858",690,50
size1000_bottleneck_seed1020480820,1000,bottleneck,1020480820,0.4,6feadfae72c786ab5cf95514010b63f7978745f6c7db1095a59c404a40127607,"77,613","772,649",731,50
size1000_bottleneck_seed1020480821,1000,bottleneck,1020480821,0.1,f79cbf66060e6a9ba5ba4d0a12f3c9e8c49afd9eebe17ca93a813f0c963fe740,"602,112","84,39",591,50
size1000_bottleneck_seed1020480822,1000,bottleneck,1020480822,0.2,b1b2c6af972e040c0d53427275646980e7bddc9aa2b443e27e046415e8bd165d,"85,442","441,97",701,50
size1000_bottleneck_seed1020480823,1000,bottleneck,1020480823,0.3,ccd61b4311793722e0dbd5dd7e7a1d0e31beac741f16239987d07b2eeaccec09,"794,0","572,183",405,50
size1000_bottleneck_seed1020480824,1000,bottleneck,1020480824,0.4,383ea264d115ff2365b026729a2e76f1aa32c9c9be39faa0878c26e0561f0352,"640,940","68,584",928,50
size1000_bottleneck_seed1020480825,1000,bottleneck,1020480825,0.1,178ad6ae1ad72b3b14d1ca9f8efa474468bedd5899c202b0f70600e2d38d7101,"425,314","364,286",89,50
size1000_bottleneck_seed1020480826,1000,bottleneck,1020480826,0.2,4b645f9c9d5eb62f023c7b8751aa23aa7bb0f669fa7f886fab850daeb7636a11,"541,91","311,700",1089,50
size1000_bottleneck_seed1020480827,1000,bottleneck,1020480827,0.3,ae495369dabf2d937884ec0bc12f953ed33c63fbcffe5ca20e888908826d83ed,"122,436","295,526",751,50
size1000_bottleneck_seed1020480828,1000,bottleneck,1020480828,0.4,9c9671f4b0acaaffad830533aba4b1201228fcdfe82eb1d3d8bd7fa12852fea2,"259,289","966,141",855,50
size1000_bottleneck_seed1020480829,1000,bottleneck,1020480829,0.1,c7eb733219ff7fa9033b4ffe5bc5f81a97e38c7f82902d427c9f2d061b934fb8,"753,299","931,712",1031,50
size1000_bottleneck_seed1020480830,1000,bottleneck,1020480830,0.2,24fa44aad39ff73fce3084906aef1b869e73914ebdf23749c7563b5e8cb5eba6,"275,747","563,554",481,50
size1000_bottleneck_seed1020480831,1000,bottleneck,1020480831,0.3,df5a066837454f38bd78a01cd3a389ab77c59f5517047d01b5bfded405eb5b78,"971,766","121,554",1062,50
size1000_bottleneck_seed1020480832,1000,bottleneck,1020480832,0.4,7ae5b8205f5aff214d666a8a0404fb02547621d5aeeef659646a55383bccd0a3,"960,697","806,367",1684,50
size1000_bottleneck_seed1020480833,1000,bottleneck,1020480833,0.1,69ccf12faa60aec2445fa63e36fd0cbc9d664eeb0e018632d5de8e9eacb203c0,"909,395","780,11",513,50
size1000_bottleneck_seed1020480834,1000,bottleneck,1020480834,0.2,7e4f173820e2e53c63406ac9b661620e5c0b49d5072e546409733d12638d79f3,"95,407","121,953",576,50
size1000_bottleneck_seed1020480835,1000,bottleneck,1020480835,0.3,5a83c726295b5fd4f6d1c9c4a45d9d15f38712907eae01e1c5f3c9df9768da36,"591,725","861,138",1131,50
size1000_bottleneck_seed1020480836,1000,bottleneck,1020480836,0.4,bc1c313cd676e4a7181a9cf39304e2e9f1fa22b0e38940dc749d7e23e62fd8aa,"170,44","269,659",2006,50
size1000_bottleneck_seed1020480837,1000,bottleneck,1020480837,0.1,689e62b2884d894493cb49f2749839f59280010af6ee4d9ad50048cb312bbe85,"501,925","470,674",282,50
size1000_bottleneck_seed1020480838,1000,bottleneck,1020480838,0.2,c86b77eb8051d74f33d35d716a76ce051f9dbcb160613083f345d6bebfbe630e,"737,685","189,94",1397,50
size1000_bottleneck_seed1020480839,1000,bottleneck,1020480839,0.3,260ae2f71cebb67cb57b79cfeb955a670e0831d46dc0fc764b9de658a43b99e3,"903,611","714,340",1554,50
size1000_bottleneck_seed1020480840,1000,bottleneck,1020480840,0.4,e61819acd276ba1f335796bd6443c7d96cfa8391896c0e62fe93ce2f9e802282,"455,95","174,232",418,50
size1000_bottleneck_seed1020480841,1000,bottleneck,1020480841,0.1,95e9e735b632fe78de35fbd8407c7006b48f96e845d6ea1ef2bba16edacfb7e1,"789,139","206,92",630,50
size1000_bottleneck_seed1020480842,1000,bottleneck,1020480842,0.2,9a48fcb2e73230dba35102a82fa5be133873e7c488cbf03aa8579e8ce7097208,"658,316","534,157",283,50
size1000_bottleneck_seed1020480843,1000,bottleneck,1020480843,0.3,05578b629684cdccc529b91f974d00e5d244e3d95827d227999555a9fda5e2c9,"883,542","287,349",821,50
size1000_bottleneck_seed1020480844,1000,bottleneck,1020480844,0.4,0d8d7cfd5adcdcaf40d36d00793c73afa0c336680358a1d29f33a7a56aa7714e,"439,36","50,152",505,50
size1000_bottleneck_seed1020480845,1000,bottleneck,1020480845,0.1,e1d187692338bd5b7b1ec601486381187d692f76cf783cf27a995b8ae752bb25,"772,425","33,602",916,50
size1000_bottleneck_seed1020480846,1000,bottleneck,1020480846,0.2,0d424891aa3ec4973b2161382ee5a0b73269f18f0aa2e8c59b11156821fdd869,"813,228","638,775",722,50
size1000_bottleneck_seed1020480847,1000,bottleneck,1020480847,0.3,bf8486b993d2b13627dfd9c45efc8d21d68e12bb9aee08271865d260f519d5ff,"226,6","107,702",953,50
size1000_bottleneck_seed1020480848,1000,bottleneck,1020480848,0.4,f3bff8ca1c53a219f87ee829259ceac8259af35cff87935a9ac6787a03d85d9c,"184,668","985,878",1011,50
size1000_bottleneck_seed1020480849,1000,bottleneck,1020480849,0.1,b3bd5ca10e11ad57a2f6a722263132c654ceee1f2cbb88bbd4ed160f4a825bbe,"272,288","579,261",334,50
size1000_bottleneck_seed1020480850,1000,bottleneck,1020480850,0.2,20440be6fab0a670f06790135cc18485b03ea860cafce45a1015de6d65ed3a00,"718,391","775,966",1092,50
size1000_large_block_seed1020580801,1000,large_block,1020580801,0.1,0e35b0e60476058627908a50f076c2e52238ea99f37b89bc27a29f93901a68f9,"294,371","369,368",78,50
size1000_large_block_seed1020580802,1000,large_block,1020580802,0.2,886e1b0a929217571193a5a53f66923b1ea516af9d6adce642bfd96bb7f25be4,"247,955","806,562",952,50
size1000_large_block_seed1020580803,1000,large_block,1020580803,0.3,788e20b1290b26fb973bf4c1b7a238dbe064b4c463416d2576ab73414dea7d22,"588,58","114,414",830,50
size1000_large_block_seed1020580804,1000,large_block,1020580804,0.4,66c01faf04441d9fc716df38c39c0fa2245e2c450ab48aff043c2ede9b71d19a,"591,164","99,484",812,50
size1000_large_block_seed1020580805,1000,large_block,1020580805,0.1,e990bcbf68e0c20e310ba1ad5673700e92207aead0d3b6562a79fe03c6044d76,"171,570","453,449",403,50
size1000_large_block_seed1020580806,1000,large_block,1020580806,0.2,2301e3debd9ed6c2f01cd6822476f68b1b40930bcb4e81bcd9ad9b1e5b1340f9,"609,948","683,593",429,50
size1000_large_block_seed1020580807,1000,large_block,1020580807,0.3,72d165bddbcf68e472599e999c4a4ffee40d4f62de17e17c69205c66b63223ca,"733,24","485,788",1012,50
size1000_large_block_seed1020580808,1000,large_block,1020580808,0.4,de095080ce21512a20993a873d20d2a460b6cf2ed79e9c5c2625969739ee8402,"951,786","114,10",1613,50
size1000_large_block_seed1020580809,1000,large_block,1020580809,0.1,ced2ed6625b7ea1f386dd7e9da34aa69cf8a7962af6062d5ee6c616abb639b79,"486,175","894,476",709,50
size1000_large_block_seed1020580810,1000,large_block,1020580810,0.2,8d9a75e3fa1f063258ee7ffe7b658299d7f246fa3612067bf358062056f7defa,"981,331","222,142",948,50
size1000_large_block_seed1020580811,1000,large_block,1020580811,0.3,170ba7f776a2e9b905acd7d280d03237f3c95e3d9c981d859a5ba9b1a0c940e5,"693,892","932,800",331,50
size1000_large_block_seed1020580812,1000,large_block,1020580812,0.4,db2f31bd8a647a7525ad514bb28d241a5bc407d9b2c70b55e0e3504005e580ee,"5,875","246,347",769,50
size1000_large_block_seed1020580813,1000,large_block,1020580813,0.1,d5448a43335a4e9d8a975894338e7f7515883e57516e64eca1f33308c211ee11,"601,470","951,572",452,50
size1000_large_block_seed1020580814,1000,large_block,1020580814,0.2,0e5701911645d6b2332f5edc0293b39167cf16d0781d94c5b83cdf3920d2f660,"929,942","876,353",642,50
size1000_large_block_seed1020580815,1000,large_block,1020580815,0.3,971e4fd159c41fad75ad276b6cccfa68cb2534cfb2cf6f3516c898fc207be558,"826,508","388,164",782,50
size1000_large_block_seed1020580816,1000,large_block,1020580816,0.4,0a8c343b4e9db5072f72426726968f7d00d167c4b08e1bd268645365bb4f29b6,"693,255","411,763",790,50
size1000_large_block_seed1020580817,1000,large_block,1020580817,0.1,514e24a0914240d267acd3abaa6e70aa576f282b8303a0032f1209b05f850e0c,"755,205","953,244",237,50
size1000_large_block_seed1020580818,1000,large_block,1020580818,0.2,764e9bd2a87a7c61b7bbe518a8427342a2ebbb98eeca99bdb88efae5c02522bc,"217,382","535,58",642,50
size1000_large_block_seed1020580819,1000,large_block,1020580819,0.3,fef47e7e8110d22ffb74154b6041c3138309583196c47e3856185dfd5f460245,"767,452","930,14",601,50
size1000_large_block_seed1020580820,1000,large_block,1020580820,0.4,e161bc7a07b66f9cbe4d34505b1c7e98f9e39c791e8894941cf4326e41e5e634,"589,646","425,817",335,50
size1000_large_block_seed1020580821,1000,large_block,1020580821,0.1,79f1809d6a4b34847b03e68d352c687a53d80e20afcf5543e69fd4d911721956,"992,2","110,423",1303,50
size1000_large_block_seed1020580822,1000,large_block,1020580822,0.2,89c3f106ac251cb223a36e03c6f7bd3549cf0a744011238d9edd860e62894d3c,"715,393","784,435",111,50
size1000_large_block_seed1020580823,1000,large_block,1020580823,0.3,30913fbbf1fb366825d764852228be631c9337fbf9658eb07745ffc57f06fad9,"483,145","441,83",104,50
size1000_large_block_seed1020580824,1000,large_block,1020580824,0.4,5fb1338bc17f4ddea17d0577c32c8216e3c5fff5168f38048206455a6046fcbc,"366,688","802,894",642,50
size1000_large_block_seed1020580825,1000,large_block,1020580825,0.1,ed822a92a4ca75f8a5a4e26c0c50fb5081d53b60fc3c01652e7abb78acb5e059,"781,718","671,932",324,50
size1000_large_block_seed1020580826,1000,large_block,1020580826,0.2,3b43a8de05c6ca8c2bf3c5774ffa086f4c25162b7553ec5e2a6d078bcf63590a,"898,427","84,841",1228,50
size1000_large_block_seed1020580827,1000,large_block,1020580827,0.3,3b8025ff8fcb8c6a8ee4e3080fd5ca2eb24757470a5c8e763359f57222a5f271,"562,677","814,947",522,50
size1000_large_block_seed1020580828,1000,large_block,1020580828,0.4,c2efc4501f72ed5d26432d209435726133b2fdeef230f6676860d26e27a876bd,"865,834","569,907",553,50
size1000_large_block_seed1020580829,1000,large_block,1020580829,0.1,4586468698bb943ff86f33d709bd337f95c0bfddbdc0df9373df62cd88bee97a,"43,677","842,942",1064,50
size1000_large_block_seed1020580830,1000,large_block,1020580830,0.2,6fdaac11257849c6228a274e500ace0917ba9f15b1ce8a16d5f235379ed95a55,"943,15","16,687",1599,50
size1000_large_block_seed1020580831,1000,large_block,1020580831,0.3,3e4d41c16a1ea5e5878cbbb9d65c189a0ec663488de307e9e7884eb880b101ab,"681,31","640,457",583,50
size1000_large_block_seed1020580832,1000,large_block,1020580832,0.4,a6bad38734253c0f0a40619607684743876dc9a73485664be228d1a5852dc436,"232,818","881,940",823,50
size1000_large_block_seed1020580833,1000,large_block,1020580833,0.1,8890f6b02b5af48e3b4cd5b268d4c3aa2127a57956abe1f040f7d44a4b29c5f2,"128,375","569,85",731,50
size1000_large_block_seed1020580834,1000,large_block,1020580834,0.2,1348beb85f30d87d1ce8ec0ca04b5f165327b92b534580fc8d4b04a9070419e7,"30,338","476,635",743,50
size1000_large_block_seed1020580835,1000,large_block,1020580835,0.3,8b7e5556f9e872ce1bd3b3e5c458bc2208ac48fac9d186b2b519d9ccbd43da7a,"330,734","514,398",520,50
size1000_large_block_seed1020580836,1000,large_block,1020580836,0.4,b7b733fd954a76a9a148441bd5b86fe7f56767404b1acff2ad3be318d1ecd4fb,"305,752","216,9",990,50
size1000_large_block_seed1020580837,1000,large_block,1020580837,0.1,08acdfa5efa1c2de392a1c3b5f66d3a5ff81585df7646c5f11ab873f7493cf5e,"90,543","485,928",780,50
size1000_large_block_seed1020580838,1000,large_block,1020580838,0.2,db88392982caa7cbe07d248bc53b840b819d6a066a4d6e8a68cb8bedd6aa4fa1,"710,86","139,684",1169,50
size1000_large_block_seed1020580839,1000,large_block,1020580839,0.3,b7d3a5b7f02ec0b8c8088a1e1fa3e798abb6345b8dde6cedc376bdcf2cd77028,"404,389","482,529",218,50
size1000_large_block_seed1020580840,1000,large_block,1020580840,0.4,06705b87760a3a6b7d542c5467720eaf0995ff6198f1d861a3b70d12b5c7355a,"32,694","48,102",608,50
size1000_large_block_seed1020580841,1000,large_block,1020580841,0.1,054b7b259dc6f8f7d906b32d4afd9c427ed1a95e46ccc055fa038be8f96f3880,"524,699","775,386",564,50
size1000_large_block_seed1020580842,1000,large_block,1020580842,0.2,1e3a6b6631f4f881495b024fb1d266450d30f837bcbf66bb027997fcbd85e229,"107,857","630,543",837,50
size1000_large_block_seed1020580843,1000,large_block,1020580843,0.3,ddaf5be7941570bb1686a23e739ae87cbc4d99e41802a638102f1314366fabec,"405,752","895,40",1202,50
size1000_large_block_seed1020580844,1000,large_block,1020580844,0.4,785a69ce0e5aa60c72ec93f768098a04fb8be389416792f256485c4963ed7c6a,"587,324","345,975",893,50
size1000_large_block_seed1020580845,1000,large_block,1020580845,0.1,0012f80ebe22cb3a1fef79712217c531265a20259e1cd25bf2b10a6e2b32633f,"328,397","105,544",370,50
size1000_large_block_seed1020580846,1000,large_block,1020580846,0.2,e5c7da07ac622b597c10d5a9d04f9dd5066dbada51ea9e3f0e36ce22bcca22b6,"932,358","524,822",872,50
size1000_large_block_seed1020580847,1000,large_block,1020580847,0.3,229bf6ff63114da409f0ce38cd76aba384da8f005356ab44b918628dcb7207a7,"524,264","942,673",827,50
size1000_large_block_seed1020580848,1000,large_block,1020580848,0.4,e95e0a02262903bdc275b90ed3885c151d120e1732125d63a8be8068bfdc832e,"394,737","207,528",396,50
size1000_large_block_seed1020580849,1000,large_block,1020580849,0.1,12145e39a8cfe7db91a9b20d887756cc4cda85d5626ce172d1764e1f4d414bb5,"105,272","259,498",380,50
size1000_large_block_seed1020580850,1000,large_block,1020580850,0.2,f9aa042e0bbd25ef9c2773eac95d7315def44187b2113d6a929fcaefe4ddc86f,"356,78","993,241",800,50
size1000_narrow_corridor_seed1020680801,1000,narrow_corridor,1020680801,0.1,8219fb0c299eee93cd475c0b2a111e392cb4f7781cfb553c396ca6c02895ca97,"712,262","152,700",998,50
size1000_narrow_corridor_seed1020680802,1000,narrow_corridor,1020680802,0.2,8cf43d810c39ef04b42defb5f6d87dd9a9135278bdc50748e18a01001ce0bef7,"844,111","659,947",1757,50
size1000_narrow_corridor_seed1020680803,1000,narrow_corridor,1020680803,0.3,884de7b1c0414012c2eed696d46380cc9dde6662a35786e4b81b5799fd7ddec9,"181,904","778,260",1241,50
size1000_narrow_corridor_seed1020680804,1000,narrow_corridor,1020680804,0.4,d0269020f9b82058d32b53a2704c70b5f6c50c35605cebf3e2a55c6c56853f9e,"468,906","807,82",1493,50
size1000_narrow_corridor_seed1020680805,1000,narrow_corridor,1020680805,0.1,56f13347f598e0dd05c311b58367fed5501b62e0196aa6a5f6f946bca964e4a1,"585,211","135,223",462,50
size1000_narrow_corridor_seed1020680806,1000,narrow_corridor,1020680806,0.2,38d95309a72f158608abc0f201824f28852d577deaea02d3b739d2aae8b97df3,"369,110","318,730",1181,50
size1000_narrow_corridor_seed1020680807,1000,narrow_corridor,1020680807,0.3,062932647165c98ca72a9814b481eac7d34d576a9e93d970ad3e9c619f021615,"836,865","24,737",940,50
size1000_narrow_corridor_seed1020680808,1000,narrow_corridor,1020680808,0.4,2f203e33cd581357b3060b8a8a13921a8b2b0777220ea2b80c3de67d54a0210a,"511,825","295,827",222,50
size1000_narrow_corridor_seed1020680809,1000,narrow_corridor,1020680809,0.1,0a3a539580b6ff8ed023b962b59a7596fda95ee03454964d9e3c04dcb6d54dca,"117,92","317,188",296,50
size1000_narrow_corridor_seed1020680810,1000,narrow_corridor,1020680810,0.2,087d7c0617375abf8539ae78579751a7ba43e83257cb14fa68ae477ccc36e55f,"272,934","24,736",446,50
size1000_narrow_corridor_seed1020680811,1000,narrow_corridor,1020680811,0.3,637d8e3603d9a4efaed75e3cadbe001699d42458331a3629086bc2f9e64ece87,"789,732","60,167",1294,50
size1000_narrow_corridor_seed1020680812,1000,narrow_corridor,1020680812,0.4,32078dd384169e2a17b8251955dc1b43087fb9e036feff77250359301a90f1bd,"152,832","682,90",1272,50
size1000_narrow_corridor_seed1020680813,1000,narrow_corridor,1020680813,0.1,79cd74bb97bb711e7380e64a4a6e5128cb0ee4d6baef8c74eeb4086f81743500,"496,729","187,203",1139,50
size1000_narrow_corridor_seed1020680814,1000,narrow_corridor,1020680814,0.2,4c693d528b08c962c8586bd6c68d9a6841cc34c7ba4f5812fb41f077a5b726ee,"137,820","875,85",1473,50
size1000_narrow_corridor_seed1020680815,1000,narrow_corridor,1020680815,0.3,76dfb950768f907fdca7f599ea1dde4b91f947740d77a00d3d3be8ba8507aa8d,"326,89","82,132",287,50
size1000_narrow_corridor_seed1020680816,1000,narrow_corridor,1020680816,0.4,2106b3e42d6d39bd0d378754272cf4b01dd6a1404216da261569a9722988d75b,"624,949","856,853",328,50
size1000_narrow_corridor_seed1020680817,1000,narrow_corridor,1020680817,0.1,3478abc39123949de690726369416fcf474e1fdba05357092a2ce3f8324b2ab0,"532,277","393,943",1179,50
size1000_narrow_corridor_seed1020680818,1000,narrow_corridor,1020680818,0.2,1efc61cc20f2fd1c6e394977e26e44e887d45b1e48fbb572eee96213685d827f,"560,251","377,126",308,50
size1000_narrow_corridor_seed1020680819,1000,narrow_corridor,1020680819,0.3,331116b3ca3a10bf85894cb870871542f98ddf3286b512e39eeebf81711395f7,"833,273","773,276",65,50
size1000_narrow_corridor_seed1020680820,1000,narrow_corridor,1020680820,0.4,54f864dd7f66a8a2a5305be59ed6585f275d6cc34c909c16746e04b9a635d32c,"199,108","830,217",740,50
size1000_narrow_corridor_seed1020680821,1000,narrow_corridor,1020680821,0.1,d56a9cd68e8b96fcff4a6efdaf6f89c1b7ad128cbf61af3b83b03d7ff4e940cc,"13,783","149,849",202,50
size1000_narrow_corridor_seed1020680822,1000,narrow_corridor,1020680822,0.2,bf94cf4e0f4702cd9a8bc4256cffd67d4f34fe9f6554321fa75f7bd88018eb42,"974,113","722,841",1752,50
size1000_narrow_corridor_seed1020680823,1000,narrow_corridor,1020680823,0.3,7674de249dff9629b49b4a40177e52df11ad3a3e0940caf514e15b679ddd88af,"322,779","826,98",1185,50
size1000_narrow_corridor_seed1020680824,1000,narrow_corridor,1020680824,0.4,ccebda614fa92417277a08d29e3c09dea10da774fbe4bf0a90afb1580e8dfa9b,"284,967","331,208",842,50
size1000_narrow_corridor_seed1020680825,1000,narrow_corridor,1020680825,0.1,6a95d095cfa308fecf0f359a732f8c18b391bd1be40c496e953700c2ad6b2bcd,"101,693","705,799",710,50
size1000_narrow_corridor_seed1020680826,1000,narrow_corridor,1020680826,0.2,ad8317c8a24e62bb9096d6eb6a57597f176ce1a1da776cba70f092db3004adea,"833,716","13,995",1099,50
size1000_narrow_corridor_seed1020680827,1000,narrow_corridor,1020680827,0.3,addd0de0009787dad2293144b8009c18da080b7a0c3dfd9e8958e7d8f870adc0,"321,86","920,12",673,50
